Date : 2024-11-06 20:01:39
Directory : /home/dana/Documents/Projects/Python/PyPlate
Total : 1316 files,  329224 codes, 23493 comments, 47021 blanks, all 399738 lines

Languages
+------------------+------------+------------+------------+------------+------------+
| language         | files      | code       | comment    | blank      | total      |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/sphinx/texinputs/sphinxlatextables.sty                         | TeX              |        568 |        641 |         33 |      1,242 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/sphinx/texinputs/sphinxmanual.cls                              | TeX              |         84 |         33 |         12 |        129 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/sphinx/texinputs/sphinxoptionsgeometry.sty                     | TeX              |         42 |         10 |          3 |         55 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/sphinx/texinputs/sphinxoptionshyperref.sty                     | TeX              |         23 |          8 |          5 |         36 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/sphinx/texinputs/sphinxpackageboxes.sty                        | TeX              |        485 |        318 |         25 |        828 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/sphinx/texinputs/sphinxpackagecyrillic.sty                     | TeX              |         43 |         11 |          2 |         56 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/sphinx/texinputs/sphinxpackagefootnote.sty                     | TeX              |        353 |         81 |          1 |        435 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/sphinx/texinputs/sphinxpackagesubstitutefont.sty               | TeX              |          7 |         10 |          5 |         22 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/sphinx/themes/agogo/layout.html                                | HTML             |         89 |          0 |          7 |         96 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/sphinx/themes/agogo/theme.toml                                 | TOML             |         21 |          0 |          2 |         23 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/sphinx/themes/basic/changes/frameset.html                      | HTML             |         11 |          0 |          1 |         12 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/sphinx/themes/basic/changes/rstsource.html                     | HTML             |         15 |          0 |          1 |         16 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/sphinx/themes/basic/changes/versionchanges.html                | HTML             |         33 |          0 |          1 |         34 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/sphinx/themes/basic/defindex.html                              | HTML             |         28 |          0 |          1 |         29 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/sphinx/themes/basic/domainindex.html                           | HTML             |         43 |          0 |          6 |         49 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/sphinx/themes/basic/genindex-single.html                       | HTML             |         49 |          0 |          8 |         57 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/sphinx/themes/basic/genindex-split.html                        | HTML             |         26 |          0 |          8 |         34 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/sphinx/themes/basic/genindex.html                              | HTML             |         59 |          0 |         10 |         69 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/sphinx/themes/basic/globaltoc.html                             | HTML             |          3 |          0 |          1 |          4 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/sphinx/themes/basic/layout.html                                | HTML             |        197 |          0 |         13 |        210 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/sphinx/themes/basic/localtoc.html                              | HTML             |          7 |          0 |          1 |          8 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/sphinx/themes/basic/opensearch.xml                             | XML              |         13 |          0 |          1 |         14 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/sphinx/themes/basic/page.html                                  | HTML             |          5 |          0 |          1 |          6 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/sphinx/themes/basic/relations.html                             | HTML             |         15 |          0 |          1 |         16 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/sphinx/themes/basic/search.html                                | HTML             |         42 |          0 |          1 |         43 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/sphinx/themes/basic/searchbox.html                             | HTML             |         13 |          0 |          1 |         14 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/sphinx/themes/basic/searchfield.html                           | HTML             |         16 |          0 |          2 |         18 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/sphinx/themes/basic/sourcelink.html                            | HTML             |         10 |          0 |          1 |         11 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/sphinx/themes/basic/static/doctools.js                         | JavaScript       |        109 |         22 |         19 |        150 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/sphinx/themes/basic/static/searchtools.js                      | JavaScript       |        441 |        114 |         78 |        633 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/sphinx/themes/basic/static/sphinx_highlight.js                 | JavaScript       |        113 |         26 |         16 |        155 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/sphinx/themes/basic/theme.toml                                 | TOML             |         22 |          0 |          2 |         24 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/sphinx/themes/bizstyle/layout.html                             | HTML             |          9 |          3 |          3 |         15 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/sphinx/themes/bizstyle/static/css3-mediaqueries.js             | JavaScript       |          1 |          0 |          1 |          2 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/sphinx/themes/bizstyle/static/css3-mediaqueries_src.js         | JavaScript       |        960 |         56 |         89 |      1,105 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/sphinx/themes/bizstyle/theme.toml                              | TOML             |         10 |          0 |          3 |         13 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/sphinx/themes/classic/layout.html                              | HTML             |         13 |          0 |          3 |         16 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/sphinx/themes/classic/theme.toml                               | TOML             |         31 |          0 |          4 |         35 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/sphinx/themes/default/static/default.css                       | CSS              |          1 |          0 |          1 |          2 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/sphinx/themes/default/theme.toml                               | TOML             |          2 |          0 |          1 |          3 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/sphinx/themes/epub/epub-cover.html                             | HTML             |         16 |          0 |          2 |         18 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/sphinx/themes/epub/layout.html                                 | HTML             |         12 |          0 |          2 |         14 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/sphinx/themes/epub/theme.toml                                  | TOML             |          9 |          0 |          2 |         11 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/sphinx/themes/haiku/layout.html                                | HTML             |         55 |          0 |          4 |         59 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/sphinx/themes/haiku/theme.toml                                 | TOML             |         15 |          0 |          2 |         17 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/sphinx/themes/nature/theme.toml                                | TOML             |          6 |          0 |          1 |          7 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/sphinx/themes/nonav/layout.html                                | HTML             |         13 |          0 |          3 |         16 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/sphinx/themes/nonav/theme.toml                                 | TOML             |          9 |          0 |          2 |         11 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/sphinx/themes/pyramid/layout.html                              | HTML             |         18 |          3 |          4 |         25 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/sphinx/themes/pyramid/static/ie6.css                           | CSS              |          7 |          0 |          1 |          8 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/sphinx/themes/pyramid/theme.toml                               | TOML             |          6 |          0 |          1 |          7 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/sphinx/themes/scrolls/artwork/logo.svg                         | XML              |        106 |          1 |          1 |        108 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/sphinx/themes/scrolls/layout.html                              | HTML             |         41 |          0 |          1 |         42 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/sphinx/themes/scrolls/static/print.css                         | CSS              |          7 |          0 |          1 |          8 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/sphinx/themes/scrolls/static/theme_extras.js                   | JavaScript       |         12 |          0 |          1 |         13 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/sphinx/themes/scrolls/theme.toml                               | TOML             |         14 |          0 |          2 |         16 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/sphinx/themes/sphinxdoc/theme.toml                             | TOML             |          6 |          0 |          1 |          7 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/sphinx/themes/traditional/theme.toml                           | TOML             |          8 |          0 |          2 |         10 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/sphinx/theming.py                                              | Python           |        473 |          6 |         83 |        562 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/sphinx/transforms/__init__.py                                  | Python           |        387 |         42 |        120 |        549 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/sphinx/transforms/compact_bullet_list.py                       | Python           |         69 |          0 |         24 |         93 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/sphinx/transforms/i18n.py                                      | Python           |        500 |         98 |        112 |        710 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/sphinx/transforms/post_transforms/__init__.py                  | Python           |        275 |         23 |         53 |        351 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/sphinx/transforms/post_transforms/code.py                      | Python           |        105 |          0 |         39 |        144 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/sphinx/transforms/post_transforms/images.py                    | Python           |        222 |         18 |         59 |        299 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/sphinx/transforms/references.py                                | Python           |         31 |          1 |         17 |         49 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/sphinx/util/__init__.py                                        | Python           |         78 |          6 |         25 |        109 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/sphinx/util/_files.py                                          | Python           |         64 |          0 |         17 |         81 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/sphinx/util/_importer.py                                       | Python           |         23 |          0 |          5 |         28 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/sphinx/util/_io.py                                             | Python           |         24 |          0 |         10 |         34 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/sphinx/util/_lines.py                                          | Python           |         25 |          0 |          2 |         27 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/sphinx/util/_pathlib.py                                        | Python           |        100 |          6 |         30 |        136 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/sphinx/util/_serialise.py                                      | Python           |         35 |          7 |         12 |         54 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/sphinx/util/_timestamps.py                                     | Python           |          9 |          0 |          5 |         14 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/sphinx/util/_uri.py                                            | Python           |         11 |          0 |          6 |         17 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/sphinx/util/build_phase.py                                     | Python           |          9 |          0 |          5 |         14 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/sphinx/util/cfamily.py                                         | Python           |        390 |         22 |        106 |        518 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/sphinx/util/console.py                                         | Python           |        147 |         11 |         54 |        212 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/sphinx/util/display.py                                         | Python           |         75 |          6 |         20 |        101 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/sphinx/util/docfields.py                                       | Python           |        407 |         23 |         63 |        493 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/sphinx/util/docstrings.py                                      | Python           |         69 |          5 |         15 |         89 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/sphinx/util/docutils.py                                        | Python           |        591 |         26 |        161 |        778 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/sphinx/util/exceptions.py                                      | Python           |         49 |         10 |         16 |         75 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/sphinx/util/fileutil.py                                        | Python           |        135 |          1 |         30 |        166 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/sphinx/util/http_date.py                                       | Python           |         40 |          0 |          9 |         49 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/sphinx/util/i18n.py                                            | Python           |        253 |         19 |         51 |        323 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/sphinx/util/images.py                                          | Python           |         98 |         15 |         37 |        150 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/sphinx/util/index_entries.py                                   | Python           |         22 |          1 |          5 |         28 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/sphinx/util/inspect.py                                         | Python           |        688 |         77 |        187 |        952 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/sphinx/util/inventory.py                                       | Python           |        189 |         16 |         25 |        230 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/sphinx/util/logging.py                                         | Python           |        477 |         16 |        150 |        643 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/sphinx/util/matching.py                                        | Python           |        124 |          9 |         38 |        171 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/sphinx/util/math.py                                            | Python           |         50 |          0 |         13 |         63 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/sphinx/util/nodes.py                                           | Python           |        590 |         38 |        120 |        748 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/sphinx/util/osutil.py                                          | Python           |        181 |         18 |         67 |        266 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/sphinx/util/parallel.py                                        | Python           |        121 |         14 |         26 |        161 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/sphinx/util/parsing.py                                         | Python           |         77 |          4 |         15 |         96 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/sphinx/util/png.py                                             | Python           |         29 |          5 |         10 |         44 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/sphinx/util/requests.py                                        | Python           |         60 |          1 |         20 |         81 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/sphinx/util/rst.py                                             | Python           |         81 |          5 |         29 |        115 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/sphinx/util/tags.py                                            | Python           |         91 |          1 |         24 |        116 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/sphinx/util/template.py                                        | Python           |        115 |          8 |         33 |        156 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/sphinx/util/texescape.py                                       | Python           |        100 |         33 |         21 |        154 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/sphinx/util/typing.py                                          | Python           |        460 |         58 |         89 |        607 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/sphinx/versioning.py                                           | Python           |        141 |         12 |         32 |        185 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/sphinx/writers/__init__.py                                     | Python           |          1 |          0 |          1 |          2 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/sphinx/writers/html.py                                         | Python           |         43 |          4 |         13 |         60 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/sphinx/writers/html5.py                                        | Python           |        734 |         87 |        176 |        997 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/sphinx/writers/latex.py                                        | Python           |      1,979 |        153 |        363 |      2,495 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/sphinx/writers/manpage.py                                      | Python           |        347 |         29 |        115 |        491 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/sphinx/writers/texinfo.py                                      | Python           |      1,206 |         88 |        299 |      1,593 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/sphinx/writers/text.py                                         | Python           |      1,008 |         30 |        292 |      1,330 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/sphinx/writers/xml.py                                          | Python           |         36 |          1 |         17 |         54 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/sphinx_rtd_theme/__init__.py                                   | Python           |         62 |         17 |         28 |        107 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/sphinx_rtd_theme/breadcrumbs.html                              | HTML             |         68 |          3 |          7 |         78 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/sphinx_rtd_theme/footer.html                                   | HTML             |         55 |          0 |          8 |         63 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/sphinx_rtd_theme/layout.html                                   | HTML             |        198 |          2 |         28 |        228 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/sphinx_rtd_theme/search.html                                   | HTML             |         53 |          0 |          4 |         57 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/sphinx_rtd_theme/searchbox.html                                | HTML             |          9 |          0 |          1 |         10 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/sphinx_rtd_theme/static/css/badge_only.css                     | CSS              |          1 |          0 |          0 |          1 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/sphinx_rtd_theme/static/css/fonts/fontawesome-webfont.svg      | XML              |      2,671 |          0 |          1 |      2,672 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/sphinx_rtd_theme/static/css/theme.css                          | CSS              |          2 |          2 |          0 |          4 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/sphinx_rtd_theme/static/js/badge_only.js                       | JavaScript       |          1 |          0 |          0 |          1 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/sphinx_rtd_theme/static/js/theme.js                            | JavaScript       |          1 |          0 |          0 |          1 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/sphinx_rtd_theme/theme.conf                                    | Properties       |         21 |          0 |          2 |         23 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/sphinx_rtd_theme/versions.html                                 | HTML             |          0 |          0 |          1 |          1 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/sphinxcontrib/applehelp/__init__.py                            | Python           |        220 |          5 |         52 |        277 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/sphinxcontrib/devhelp/__init__.py                              | Python           |        106 |          7 |         31 |        144 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/sphinxcontrib/htmlhelp/__init__.py                             | Python           |        272 |         15 |         54 |        341 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/sphinxcontrib/jquery/__init__.py                               | Python           |         38 |          5 |         11 |         54 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/sphinxcontrib/jquery/_sphinx_javascript_frameworks_compat.js   | JavaScript       |         90 |         26 |          8 |        124 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/sphinxcontrib/jquery/jquery-3.6.0.js                           | JavaScript       |      6,895 |      1,911 |      2,076 |     10,882 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/sphinxcontrib/jquery/jquery.js                                 | JavaScript       |          1 |          1 |          1 |          3 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/sphinxcontrib/jsmath/__init__.py                               | Python           |         72 |          3 |         18 |         93 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/sphinxcontrib/jsmath/version.py                                | Python           |          8 |          1 |          3 |         12 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/sphinxcontrib/qthelp/__init__.py                               | Python           |        197 |         21 |         49 |        267 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/sphinxcontrib/serializinghtml/__init__.py                      | Python           |        127 |         17 |         37 |        181 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/sphinxcontrib/serializinghtml/jsonimpl.py                      | Python           |         21 |          0 |         13 |         34 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/test_lunrbug/__init__.py                                       | Python           |          0 |          0 |          1 |          1 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/test_lunrbug/class1.py                                         | Python           |          8 |          0 |          5 |         13 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/test_lunrbug/class2.py                                         | Python           |          3 |          0 |          4 |          7 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/urllib3/__init__.py                                            | Python           |        161 |         12 |         39 |        212 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/urllib3/_base_connection.py                                    | Python           |        134 |          9 |         30 |        173 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/urllib3/_collections.py                                        | Python           |        353 |         45 |         86 |        484 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/urllib3/_request_methods.py                                    | Python           |        221 |          0 |         58 |        279 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/urllib3/_version.py                                            | Python           |         12 |          2 |          3 |         17 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/urllib3/connection.py                                          | Python           |        786 |        108 |        140 |      1,034 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/urllib3/connectionpool.py                                      | Python           |        886 |        105 |        192 |      1,183 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/urllib3/contrib/__init__.py                                    | Python           |          0 |          0 |          1 |          1 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/urllib3/contrib/emscripten/__init__.py                         | Python           |          9 |          3 |          5 |         17 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/urllib3/contrib/emscripten/connection.py                       | Python           |        214 |         11 |         30 |        255 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/urllib3/contrib/emscripten/emscripten_fetch_worker.js          | JavaScript       |         92 |         12 |          7 |        111 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/urllib3/contrib/emscripten/fetch.py                            | Python           |        322 |         21 |         76 |        419 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/urllib3/contrib/emscripten/request.py                          | Python           |         16 |          0 |          7 |         23 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/urllib3/contrib/emscripten/response.py                         | Python           |        223 |         22 |         41 |        286 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/urllib3/contrib/pyopenssl.py                                   | Python           |        424 |         26 |        103 |        553 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/urllib3/contrib/socks.py                                       | Python           |        175 |          8 |         46 |        229 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/urllib3/exceptions.py                                          | Python           |        194 |         11 |        117 |        322 |
